Department,Chart,Metric,Date,Volume,Result,Explanation
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,8/10/2013,,0.05,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,9/10/2013,,0.07,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,10/10/2013,,0.06,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,11/10/2013,,0.07,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,12/10/2013,,0.06,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,1/10/2014,,-0.03,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,2/10/2014,,-0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,3/10/2014,,-0.05,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,4/10/2014,,-0.05,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,5/10/2014,,-0.06,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,6/10/2014,,-0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,7/10/2014,,-0.03,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,8/10/2014,,-0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,9/10/2014,,-0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,10/10/2014,,-0.03,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,11/10/2014,,-0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,12/10/2014,,0.01,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,1/10/2015,,0.05,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,2/10/2015,,0.01,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,3/10/2015,,-0.01,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,4/10/2015,,-0.05,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,5/10/2015,,-0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,6/10/2015,,-0.03,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,6/10/2015,,-0.03,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,7/10/2015,,-0.06,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 5,8/10/2015,,-0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,6/10/2013,,0.08,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,7/10/2013,,0.06,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,8/10/2013,,0.04,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,9/10/2013,,0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,10/10/2013,,0.01,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,11/10/2013,,0,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,12/10/2013,,-0.01,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,1/10/2014,,-0.36,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,2/10/2014,,-0.24,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,3/10/2014,,-0.23,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,4/10/2014,,-0.24,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,5/10/2014,,-0.25,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,6/10/2014,,-0.2,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,7/10/2014,,-0.19,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,8/10/2014,,-0.17,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,9/10/2014,,-0.17,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,10/10/2014,,-0.15,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,11/10/2014,,-0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,12/10/2014,,-0.12,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,1/10/2015,,0.28,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,2/10/2015,,0.1,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,3/10/2015,,0.1,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,4/10/2015,,0.08,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,5/10/2015,,0.08,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,6/10/2015,,0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,6/10/2015,,0.02,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,7/10/2015,,0,
APD,crime_by_zone,YTD % Change Year Over Year In UCR Crime - Zone 6,8/10/2015,,0.02,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,3/10/2013,749,0.08,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,4/10/2013,721,0.06,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,5/10/2013,477,0.15,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,6/10/2013,625,0.12,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,7/10/2013,873,0.25,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,8/10/2013,718,0.31,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,9/10/2013,645,0.28,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,10/10/2013,502,0.31,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,11/10/2013,460,0.25,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,12/10/2013,356,0.24,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,1/10/2014,362,0.46,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,2/10/2014,303,0.54,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,3/10/2014,288,0.53,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,4/10/2014,390,0.6,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,5/10/2014,374,0.51,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,6/10/2014,403,0.45,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,7/10/2014,450,0.52,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,8/10/2014,369,0.47,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,9/10/2014,322,0.42,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,10/10/2014,282,0.51,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,11/10/2014,212,0.55,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,2/10/2015,138,0.79,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,4/10/2015,176,0.892,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,5/10/2015,192,0.875,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,6/10/2015,171,0.7135,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,7/10/2015,128,0.6791,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,8/10/2015,111,0.6408,
CODE,code_hh,% of Inspections Completed Within Target Timeframe - Highly Hazardous Complaints,9/10/2015,122,0.8197,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,3/10/2013,1546,0.21,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,4/10/2013,1357,0.18,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,5/10/2013,1059,0.22,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,6/10/2013,1524,0.34,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,7/10/2013,2151,0.48,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,8/10/2013,2102,0.71,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,9/10/2013,2020,0.65,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,10/10/2013,1768,0.64,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,11/10/2013,1579,0.57,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,12/10/2013,1287,0.55,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,1/10/2014,1138,0.63,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,2/10/2014,1140,0.73,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,3/10/2014,855,0.75,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,4/10/2014,1274,0.83,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,5/10/2014,1637,0.87,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,6/10/2014,1847,0.86,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,7/10/2014,2068,0.87,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,8/10/2014,1839,0.83,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,9/10/2014,1683,0.81,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,10/10/2014,1656,0.81,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,11/10/2014,1084,0.758,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,2/10/2015,549,0.86,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,4/10/2015,804,0.9465,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,5/10/2015,982,0.947,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,6/10/2015,1342,0.9195,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,7/10/2015,1250,0.9168,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,8/10/2015,1207,0.9165,
CODE,code_pm,% of Inspections Completed Within Target Timeframe - Property Maintenance Complaints,9/10/2015,1080,0.913,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2013,2452,0.2,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2013,2237,0.17,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2013,1618,0.23,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2013,2263,0.31,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2013,3146,0.43,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2013,3063,0.64,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2013,2844,0.59,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2013,2419,0.59,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2013,2127,0.52,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,12/10/2013,1738,0.51,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2014,1681,0.63,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2014,395,0.64,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2014,1335,0.73,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2014,1664,0.78,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2014,2011,0.83,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2014,2250,0.79,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2014,2518,0.78,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2014,2208,0.77,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2014,2191,0.77,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2014,2099,0.78,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2014,1418,0.745,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,687,0.85,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2015,980,0.9367,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,1174,0.9353,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,1513,0.8962,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,1378,0.894,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,1318,0.8948,
CODE,code_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,1202,0.9035,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,8/10/2013,,1072,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,9/10/2013,,1098,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,10/10/2013,,908,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,11/10/2013,,877,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,12/10/2013,,707,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,1/10/2014,,554,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,2/10/2014,,400,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,3/10/2014,,408,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,4/10/2014,,321,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,5/10/2014,,320,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,6/10/2014,,380,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,7/10/2014,,472,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,8/10/2014,,465,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,9/10/2014,,474,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,10/10/2014,,445,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,11/10/2014,,341,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,1/10/2015,,106,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,2/10/2015,,105,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,4/10/2015,,62,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,5/10/2015,,76,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,6/10/2015,,157,
CODE,code_compliance_complaints,Backlog: Total Open Cases With Past-Due Inspection,7/10/2015,,91,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,8/10/2013,,724,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,9/10/2013,,667,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,10/10/2013,,583,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,11/10/2013,,435,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,12/10/2013,,293,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,1/10/2014,,259,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,2/10/2014,,621,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,3/10/2014,,674,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,4/10/2014,,684,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,5/10/2014,,1023,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,6/10/2014,,834,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,7/10/2014,,892,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,8/10/2014,,754,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,9/10/2014,,661,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,10/10/2014,,688,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,11/10/2014,,363,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,1/10/2015,,452,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,2/10/2015,,380,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,3/10/2015,,629,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,4/10/2015,,1033,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,5/10/2015,,996,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,6/10/2015,,1629,
CODE,code_compliance_complaints,New Code Compliance Complaints From Public,7/10/2015,,908,
